Authors,Title,Year,Source title,Link,Document Type,Source,EID
"Li Y., Lerner R.M.","Interrelations of Behavioral, Emotional, and Cognitive School Engagement in High School Students",2013,"Journal of Youth and Adolescence","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871416897&doi=10.1007%2fs10964-012-9857-5&partnerID=40&md5=4476badce36b58121fff2c99d6485feb",Article,Scopus,2-s2.0-84871416897
"Berry J.M., Portney K.E.","Sustainability and interest group participation in city politics",2013,"Sustainability (Switzerland)","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883119658&doi=10.3390%2fsu5052077&partnerID=40&md5=1a3612453f0c047d81fd0e2247b3b39e",Article,Scopus,2-s2.0-84883119658
"Smith T.","Democracy promotion from Wilson to Obama",2013,"US Foreign Policy and Democracy Promotion: From Theodore Roosevelt to Barack Obama","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84917416209&doi=10.4324%2f9780203550373&partnerID=40&md5=8c85594ce1fde0a1a16aca2343df1243",Book Chapter,Scopus,2-s2.0-84917416209
"Ndounou M.W.","Shaping the future of African American film: Color-coded economics and the story behind the numbers",2013,"Shaping the Future of African American Film: Color-Coded Economics and the Story Behind the Numbers","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944871899&partnerID=40&md5=676ffbd63323d991a7681e310301c8ad",Book,Scopus,2-s2.0-84944871899
"Condron L.","When you come to a fork in the road, pick it up: A case study in managing by self-responsibility",2013,"Cataloger, Editor, and Scholar: Essays in Honor of Ruth C. Carter","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920771219&doi=10.1300%2fJ104v44n03_13&partnerID=40&md5=892695d46c201c8ffeb60d8a65ff6ce8",Book Chapter,Scopus,2-s2.0-84920771219
"Yi N.","Heterogeneous catalysis: Producing energy while minimizing environmental footprint",2013,"Education Division 2013 - Core Programming Area at the 2013 AIChE Annual Meeting: Global Challenges for Engineering a Sustainable Future","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911479506&partnerID=40&md5=7036e712e70510eaf26943fa84520b61",Conference Paper,Scopus,2-s2.0-84911479506
"Stanton E.A.","Greenhouse gases and human well-being: China in a global perspective",2013,"The Economics of Climate Change in China: Towards a Low-Carbon Economy","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925769073&doi=10.4324%2f9781315067209&partnerID=40&md5=ed8b66cbc7300feae5191e6a1aa3d7f0",Book Chapter,Scopus,2-s2.0-84925769073
"Gallagher K.S.","Why & how governments support renewable energy",2013,"Daedalus","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871770878&doi=10.1162%2fDAED_a_00185&partnerID=40&md5=a21a6047bd47829c26bb5c6121c35917",Article,Scopus,2-s2.0-84871770878
"Roberts H.","Logics of Jihadi violence in North Africa",2013,"Jihadi Terrorism and the Radicalisation Challenge: European and American Experiences, Second Edition","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937036767&partnerID=40&md5=6bb894c4eb25f3584fb05a213b72d615",Book Chapter,Scopus,2-s2.0-84937036767
"Dennett D.C.","Expecting ourselves to expect: The Bayesian brain as a projector",2013,"Behavioral and Brain Sciences","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84877970221&doi=10.1017%2fS0140525X12002208&partnerID=40&md5=15db94dc87bc8933bf6e6067b343d1d3",Review,Scopus,2-s2.0-84877970221
"Hoyt L.","Reflections",2013,"Transforming Cities and Minds through the Scholarship of Engagement: Economy, Equity, and Environment","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84957776191&partnerID=40&md5=f98eb42ab57c2b5c24e671d78f4dd364",Book Chapter,Scopus,2-s2.0-84957776191
"Drezner D.W.","Rebooting republican foreign policy needed: Less fox, more foxes",2013,"Foreign Affairs","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873871075&partnerID=40&md5=c86af0922c0228e17f64f1aeaf08acd2",Review,Scopus,2-s2.0-84873871075
"Babbitt E.F.","The Price of Secrecy: A Journey through Negotiation's Back Channels",2013,"Negotiation Journal","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872655055&doi=10.1111%2fnejo.12006&partnerID=40&md5=3a87bcc1b8a65875fa38afb4325fc5ea",Article,Scopus,2-s2.0-84872655055
"De Waal A.","The theory and practice of meles zenawi",2013,"African Affairs","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872467158&doi=10.1093%2fafraf%2fads081&partnerID=40&md5=7a161563ea7c9ce7007523b5a692c70c",Review,Scopus,2-s2.0-84872467158
"Salacuse J.W.","Negotiating life: Secrets for everyday diplomacy and deal making",2013,"Negotiating Life: Secrets for Everyday Diplomacy and Deal Making","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013436824&doi=10.1057%2f9781137318749&partnerID=40&md5=ea6dc4d15289d7c6c27b81814ad5739f",Book,Scopus,2-s2.0-85013436824
"Hoyt L.","Introduction",2013,"Transforming Cities and Minds through the Scholarship of Engagement: Economy, Equity, and Environment","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84957754462&partnerID=40&md5=ca39aad4f50ca724e98a817da829a2b7",Editorial,Scopus,2-s2.0-84957754462
"Misra P., Rife J.","RAIM with non-Gaussian errors",2013,"26th International Technical Meeting of the Satellite Division of the Institute of Navigation, ION GNSS 2013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84898997667&partnerID=40&md5=f4c270b737e17325eb2ed49641ca1fe6",Conference Paper,Scopus,2-s2.0-84898997667
"Hoyt L.","Transforming cities and minds through the scholarship of engagement: Economy, equity, and environment",2013,"Transforming Cities and Minds through the Scholarship of Engagement: Economy, Equity, and Environment","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84957777018&partnerID=40&md5=c97688a1cc9ef7d6ee4ea4cf467f3e85",Book,Scopus,2-s2.0-84957777018
"Howe K.","Collateral damage: Urban centers and internally displaced persons in post-demobilization Colombia",2013,"Stabilization Operations, Security and Development: States of Fragility","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84919550589&doi=10.4324%2f9780203641514&partnerID=40&md5=81b322795a9c97c1c124ece5a24724e4",Book Chapter,Scopus,2-s2.0-84919550589
"Harris J.M.","Green Keynesianism: Beyond standard growth paradigms",2013,"Building a Green Economy: Perspectives from Ecological Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942306459&partnerID=40&md5=f11e153d54a153a742806f2a6af519d2",Book Chapter,Scopus,2-s2.0-84942306459
"Maranci C.","New observations on the frescoes at Mren",2013,"Revue des Etudes Armeniennes","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899841435&partnerID=40&md5=82d32f594c833c0cc8e153a7dda5cce3",Article,Scopus,2-s2.0-84899841435
"Nickerson R.S.","Technology and cognition amplification",2013,"Intelligence and Technology: The Impact of Tools on the Nature and Development of Human Abilities","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920691590&doi=10.4324%2f9780203824252&partnerID=40&md5=0a1c633a4bcd5ef030f5f31b58a50061",Book Chapter,Scopus,2-s2.0-84920691590
"Martinez L.S., Ndulue U., Pereá F.C.","Nuestro futuro saludable: Connecting public health research and community development in partnership to build a healthy environment",2013,"Community Development Approaches to Improving Public Health","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84917684131&doi=10.4324%2f9780203720233&partnerID=40&md5=cafdf3262e19a7d666eada4067b8a57e",Book Chapter,Scopus,2-s2.0-84917684131
"Young H., Jacobsen K.","No Way Back? Adaptation and Urbanization of IDP Livelihoods in the Darfur Region of Sudan",2013,"Development and Change","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872417336&doi=10.1111%2fdech.12003&partnerID=40&md5=32ef6afb3314cdedb67368a4f9601729",Article,Scopus,2-s2.0-84872417336
"Lerner R.M., Napolitano C.M., Boyd M.J., Mueller M.K., Callina K.S.","Mentoring and positive youth development",2013,"Handbook of Youth Mentoring","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893472430&doi=10.4135%2f9781412996907.n2&partnerID=40&md5=20d305d57bab7524d628f942e50f4334",Book Chapter,Scopus,2-s2.0-84893472430
"Constas M.A., Sternberg R.J.","Translating theory and research into educational practice: Developments in content domains, large-scale reform, and intellectual capacity",2013,"Translating Theory and Research Into Educational Practice: Developments in Content Domains, Large-Scale Reform, and Intellectual Capacity","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920476849&doi=10.4324%2f9780203726556&partnerID=40&md5=df686e1ac4f30ecaa2b2b91fb19d4476",Book,Scopus,2-s2.0-84920476849
"Dodson M.S., Hatcher B.A.","Preface",2013,"Trans-Colonial Modernities in South Asia","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920752578&doi=10.4324%2f9780203135396&partnerID=40&md5=7243604bf3141164a62875c6859f9f88",Editorial,Scopus,2-s2.0-84920752578
"Dodson M.S., Hatcher B.A.","Trans-colonial modernities in South Asia",2013,"Trans-Colonial Modernities in South Asia","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84917448305&doi=10.4324%2f9780203135396&partnerID=40&md5=0ee16a48ecd5e0150724b6dc377a05c8",Book,Scopus,2-s2.0-84917448305
"Dodson M.S., Hatcher B.A.","Introduction",2013,"Trans-Colonial Modernities in South Asia","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84917423729&doi=10.4324%2f9780203135396&partnerID=40&md5=106b35eab80010861e95b52d421f0a3f",Editorial,Scopus,2-s2.0-84917423729
